Color,Num Reviews (Critics),Duration,Main actor facebook likes,Gross,Num voted users,Total cast facebook likes,Num Reviews (Users),Language,Country, Content rating,Budget,Title year,Imdb score,Aspect ratio,Movie facebook likes
1,141,106,22000,279167575,211296,24938,428,17,6,9,80000000,2004,6.3,1.85,0
1,222,107,283,127706877,142496,662,399,17,6,14,85000000,2007,7.1,2.35,0
1,238,122,14000,117144465,256928,43499,288,17,6,9,85000000,2007,6.9,2.35,0
1,298,115,18000,126149655,166693,36237,276,17,6,12,85000000,2012,6.8,2.35,19000
1,307,95,21000,100448498,272789,23018,285,17,6,12,65000000,2010,6.6,2.35,25000
1,292,132,18000,101530738,229574,37605,436,17,6,12,55000000,2014,7.2,2.35,56000
1,140,116,11000,105807520,156717,14087,357,17,6,9,50000000,2003,6.4,1.85,0
1,183,106,4000,118683135,102167,8315,483,17,6,9,52000000,2006,5.8,1.85,0
1,213,103,2000,125603360,667983,3698,877,17,6,14,60000000,1998,8.1,1.85,18000
1,153,74,3000,104354205,162331,5713,332,17,6,12,55000000,2003,6.3,2.35,0
1,75,142,49000,119654900,182802,64259,363,17,6,14,70000000,1991,6.7,2.35,13000
1,140,116,11000,105807520,156717,14087,357,17,6,9,50000000,2003,6.4,1.85,0
1,144,99,11000,109993847,72326,12831,116,17,6,14,80000000,2008,6.1,2.35,0
1,358,119,18000,98895417,203154,31782,698,17,6,12,70000000,2013,6.5,2.35,45000
1,143,80,3000,100169068,16385,4394,100,17,6,14,80000000,2010,4.6,1.85,0
1,241,130,912,103338338,55901,2856,503,17,6,9,70000000,2006,6.5,2.35,0
1,121,116,593,108200000,76331,2908,269,17,6,14,54000000,1980,6.8,2.35,0
1,322,137,769,115603980,103589,2938,351,17,6,9,65000000,2014,7.2,2.35,35000
1,391,108,24000,83813460,270238,35209,452,17,6,12,25000000,2009,7.4,1.85,19000
1,253,105,884,80050171,186982,2288,491,17,6,9,20000000,2007,6.9,1.85,0
1,61,78,759,72217000,216486,2462,242,17,6,9,12000000,1994,6.9,1.85,0
1,159,97,2000,86049418,245989,5032,554,17,6,9,17000000,2004,7,1.85,0
1,100,91,2000,94497271,17829,4729,99,17,6,14,20000000,2008,3.7,2.35,0
1,131,102,1000,79566871,31760,4516,140,17,6,4,30000000,2009,4.2,1.85,0
1,181,98,640000,84136909,267921,656730,577,17,6,9,26000000,2004,7.2,1.85,0
1,56,123,1000,70492685,11600,5306,64,17,6,12,17000000,2013,6.7,2.35,7000
1,105,88,1000,84300000,90360,1178,147,17,6,10,2600000,1940,7.5,1.37,0
1,181,98,640000,84136909,267921,656730,577,17,6,9,26000000,2004,7.2,1.85,0
1,92,127,2000,75597042,26434,6657,174,17,6,4,20000000,2002,7,2.35,0
1,110,105,12000,76400000,58743,14762,192,17,6,14,17000000,1984,6.6,2.35,0
2,174,185,14000,96067179,865020,15233,1273,17,6,12,22000000,1993,8.9,1.85,41000
2,174,185,14000,96067179,865020,15233,1273,17,6,12,22000000,1993,8.9,1.85,41000
1,405,125,15000,83299761,117719,19809,306,17,6,9,35000000,2013,7.5,2.35,39000
1,168,97,14000,71500556,171568,16999,571,17,63,12,26000000,2001,6.7,2.35,0
1,181,98,640000,84136909,267921,656730,577,17,6,9,26000000,2004,7.2,1.85,0
1,148,101,642,80276912,140740,1026,151,17,6,9,35000000,2008,6.1,2.35,0
1,218,109,13000,86208010,97045,16179,285,17,6,9,35000000,2014,5.7,1.85,55000
1,454,114,19000,91121452,467613,20295,608,17,63,9,14000000,2014,8.1,2.35,165000
1,250,95,1000,87025093,188679,4134,864,17,6,12,4000000,2005,6.6,1.85,0
1,112,110,12000,74888996,55513,16230,188,17,6,14,30000000,1991,7.2,2.35,0
1,148,100,989,84518155,35965,2654,144,17,6,12,20000000,2014,4.9,1.85,11000
1,99,120,16,76400000,71321,16,230,17,6,4,2280000,1940,7.8,1.37,3000
1,72,145,10000,70001698,76842,12098,173,17,6,12,14000000,1989,7.2,2.35,4000
1,82,99,399,91443253,21034,663,153,17,6,14,12000000,2014,5.8,2.35,23000
1,105,88,1000,84300000,90360,1178,147,17,6,10,2600000,1940,7.5,1.37,0
1,223,112,10000,64998368,213898,12676,250,17,6,9,17000000,2012,7.2,1.85,36000
1,156,100,49000,63992328,32399,62644,79,17,23,14,135000000,2011,5.9,2.35,0
1,132,88,921,21379315,17590,2652,112,17,6,14,150000000,2011,5.4,2.35,0
1,112,111,778,11905519,30210,2205,214,22,20,12,200000000,2005,7.1,1.85,0
1,166,106,12000,32131830,72259,15015,788,17,6,9,137000000,2001,6.4,1.85,0
1,384,127,17000,47375327,139593,47334,720,17,6,9,176000000,2015,5.4,2.35,44000
1,188,100,15000,665426,120798,16264,444,17,6,4,165000000,2004,6.6,2.35,10000
1,231,120,26000,47952020,37750,46719,134,17,6,9,115000000,2016,6.1,2.35,16000
1,314,150,23000,65007045,128694,26489,657,17,63,9,140000000,2014,6.1,2.35,51000
1,165,94,17000,177343675,70133,17883,214,17,6,14,135000000,2015,6.7,1.85,26000
1,165,94,17000,177343675,70121,17883,214,17,6,14,135000000,2015,6.7,1.85,26000
1,165,94,17000,177343675,70136,17883,214,17,6,14,135000000,2015,6.7,1.85,26000
1,167,89,1000,179982968,146019,3285,119,17,6,14,150000000,2008,6.7,1.85,0
1,165,94,17000,177343675,70136,17883,214,17,6,14,135000000,2015,6.7,1.85,26000
2,400,144,6000,167007184,470483,9125,2301,17,63,9,150000000,2006,8,2.35,0
1,211,93,851,216366733,119213,2444,154,17,6,14,145000000,2012,6.9,1.85,17000
1,521,130,10000,208543795,317542,14363,620,17,6,9,170000000,2014,7.6,1.85,45000
1,108,131,1000,50300000,68565,2943,300,17,63,14,30000000,1985,6.3,2.35,0
1,459,142,15000,72306065,178118,16944,355,17,6,9,40000000,2015,7.6,2.35,55000
1,117,136,18000,60984028,259519,45271,431,17,6,12,57000000,1997,7.5,2.35,11000
1,122,82,11,49968653,85423,37,374,17,6,9,28000000,2001,6.9,1.85,12000
1,70,98,2000,54967359,52805,7039,209,17,6,12,40000000,1997,5.2,1.85,0
2,125,206,433,70405498,113472,698,442,17,11,12,40000000,1991,8,2.35,0
1,140,120,18000,50173190,148490,33615,537,17,6,9,48000000,2001,7.4,2.35,0
1,49,115,8000,61490000,62037,10493,148,17,6,12,26000000,1990,6.6,2.35,0
1,161,118,12000,55808744,59435,15889,323,17,6,9,53000000,2005,5.7,2.4,0
1,170,101,713,60443237,76882,1852,106,17,6,9,25000000,2012,6.5,2.35,29000
1,214,107,152,63411478,114925,568,234,17,6,9,39000000,2009,7.1,2.35,13000
1,16,116,954,49851591,7900,2179,34,17,6,14,40000000,1986,5.9,2.35,263
1,177,92,17000,55291815,28041,17860,111,17,6,12,35000000,2016,6,2.35,0
1,341,130,23000,53082743,844052,63986,1100,17,6,9,40000000,2006,8.5,2.35,49000
1,16,116,954,49851591,7900,2179,34,17,6,14,40000000,1986,5.9,2.35,263
1,175,99,18000,52320979,114321,18693,548,17,6,14,40000000,2006,6.8,2.35,0
2,339,141,749,47307550,104301,1948,269,17,6,12,45000000,2012,6.5,2.35,28000
1,452,98,303,66359959,184641,337,326,17,6,9,35000000,2013,6.9,2.35,81000
1,69,135,16000,70960517,54631,27237,192,17,6,9,35000000,1995,7.5,1.85,0
1,206,102,956,62318875,156225,2998,502,17,6,12,50000000,2006,6.8,2.35,0
1,118,106,1000,57887882,35508,2325,211,17,6,9,50000000,2004,6.1,1.85,0
1,165,114,154,60470220,81444,428,192,17,6,9,50000000,2003,6.2,2.35,955
1,95,125,593,60000000,49934,2329,224,17,63,14,39000000,1983,4.9,2.35,0
1,112,127,844,62300000,72085,2118,263,17,63,14,28000000,1981,6.8,2.35,2000
1,83,89,3000,57011847,20615,3361,44,17,6,14,40000000,2013,5.9,2.35,0
1,61,202,18000,48169908,63923,20143,156,17,6,9,33000000,1992,7.7,1.85,0
1,210,145,534,55473600,207686,1543,776,17,6,12,50000000,1992,6.4,2.35,0
2,73,147,22000,53300852,154487,37076,259,17,6,12,44000000,1996,7.5,2.35,0
1,596,187,46000,54116191,272839,49912,1018,17,6,12,44000000,2015,7.9,2.76,114000
1,222,105,22000,63910583,106755,35694,173,17,6,9,28000000,2013,6.6,2.35,27000
1,154,99,22000,63034755,16984,23562,96,17,6,12,29000000,2016,5.3,1.85,0
1,253,118,15000,62877175,217507,16758,325,17,6,12,30000000,2008,7.2,1.85,0
1,358,128,13000,50815288,109188,14747,625,17,6,12,50000000,2005,7,2.35,0
1,49,104,13000,58422650,78974,25599,173,17,6,9,55000000,1992,6.4,1.85,8000
1,196,116,18000,54414716,114294,30571,187,17,6,12,42000000,2014,6.3,2.35,12000
1,129,116,18000,71026631,98899,20970,394,17,6,9,36000000,2002,7,1.85,0
1,366,116,16000,148085755,561773,17347,871,17,6,12,33000000,2008,8.2,2.35,28000
1,238,108,14000,143704210,145974,26002,611,17,6,9,52000000,2008,6.3,2.35,10000
1,321,125,40000,127997349,101178,62837,779,17,6,14,50000000,2014,6,2.39,90000
1,358,98,14000,139852971,238671,16410,461,17,11,9,45000000,2012,6.3,2.35,63000
1,80,104,901,139225854,34561,5265,116,17,6,4,60000000,2002,5.5,1.85,1000
1,275,120,4000,134455175,97664,5826,232,17,6,12,35000000,2013,5.7,2.35,17000
1,366,116,16000,148085755,561773,17347,871,17,6,12,33000000,2008,8.2,2.35,28000
1,121,105,1000,132541238,30058,2505,236,17,6,9,33000000,2003,5.5,2.35,800
1,96,96,13000,150415432,117606,15662,217,17,6,12,44000000,1985,6.4,2.35,0
1,55,115,49000,135014968,80580,74382,375,17,6,9,50000000,1998,6.7,2.35,0
